OCCI,Vmware,{provider_specific_path}/datastore/,GET,Vmware.occie
OCCI,Vmware,{provider_specific_path}/datastore/,POST,Vmware.occie
OCCI,Vmware,{provider_specific_path}/datastore/,DELETE,Vmware.occie
OCCI,Vmware,{provider_specific_path}/datastore/?action=enterMaintenanceMode,POST,Vmware.occie
OCCI,Vmware,{provider_specific_path}/datastore/{datastore_id},GET,Vmware.occie
OCCI,Vmware,{provider_specific_path}/datastore/{datastore_id},POST,Vmware.occie
OCCI,Vmware,{provider_specific_path}/datastore/{datastore_id},PUT,Vmware.occie
OCCI,Vmware,{provider_specific_path}/datastore/{datastore_id},DELETE,Vmware.occie
OCCI,Vmware,{provider_specific_path}/datastore/{datastore_id}?action=enterMaintenanceMode,POST,Vmware.occie

OCCI,Vmware,{provider_specific_path}/cluster/,GET,Vmware.occie
OCCI,Vmware,{provider_specific_path}/cluster/,POST,Vmware.occie
OCCI,Vmware,{provider_specific_path}/cluster/,DELETE,Vmware.occie
OCCI,Vmware,{provider_specific_path}/cluster/?action=addAllHostSystem,POST,Vmware.occie
OCCI,Vmware,{provider_specific_path}/cluster/?action=applyRecommendation,POST,Vmware.occie
OCCI,Vmware,{provider_specific_path}/cluster/?action=enterMaintenanceMode,POST,Vmware.occie
OCCI,Vmware,{provider_specific_path}/cluster/{cluster_id},GET,Vmware.occie
OCCI,Vmware,{provider_specific_path}/cluster/{cluster_id},POST,Vmware.occie
OCCI,Vmware,{provider_specific_path}/cluster/{cluster_id},PUT,Vmware.occie
OCCI,Vmware,{provider_specific_path}/cluster/{cluster_id},DELETE,Vmware.occie
OCCI,Vmware,{provider_specific_path}/cluster/{cluster_id}?action=addAllHostSystem,POST,Vmware.occie
OCCI,Vmware,{provider_specific_path}/cluster/{cluster_id}?action=applyRecommendation,POST,Vmware.occie
OCCI,Vmware,{provider_specific_path}/cluster/{cluster_id}?action=enterMaintenanceMode,POST,Vmware.occie

OCCI,Vmware,{provider_specific_path}/datacenter/,GET,Vmware.occie
OCCI,Vmware,{provider_specific_path}/datacenter/,POST,Vmware.occie
OCCI,Vmware,{provider_specific_path}/datacenter/,DELETE,Vmware.occie
OCCI,Vmware,{provider_specific_path}/datacenter/?action=powerOnMultiVMs,POST,Vmware.occie
OCCI,Vmware,{provider_specific_path}/datacenter/?action=discoverAll,POST,Vmware.occie
OCCI,Vmware,{provider_specific_path}/datacenter/{datacenter_id},GET,Vmware.occie
OCCI,Vmware,{provider_specific_path}/datacenter/{datacenter_id},POST,Vmware.occie
